sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
4501	2251	expected	Mary filmed Sarah because she	4	filmed	Activity	AgP
4502	2251	unexpected	John filmed Sarah because she	4	filmed	Activity	AgP
4503	2252	expected	Mary filmed Sarah because she	4	filmed	Activity	AgP
4504	2252	unexpected	David filmed Sarah because she	4	filmed	Activity	AgP
4505	2253	expected	Sarah filmed John because she	4	filmed	Activity	AgP
4506	2253	unexpected	David filmed John because she	4	filmed	Activity	AgP
4507	2254	expected	Sarah filmed David because she	4	filmed	Activity	AgP
4508	2254	unexpected	John filmed David because she	4	filmed	Activity	AgP
4509	2255	expected	Sarah filmed Mary because she	4	filmed	Activity	AgP
4510	2255	unexpected	John filmed Mary because she	4	filmed	Activity	AgP
4511	2256	expected	Sarah filmed Mary because she	4	filmed	Activity	AgP
4512	2256	unexpected	David filmed Mary because she	4	filmed	Activity	AgP
4513	2257	expected	John flabbergasted David because he	4	flabbergasted	Psychological	StimExp
4514	2257	unexpected	Mary flabbergasted David because he	4	flabbergasted	Psychological	StimExp
4515	2258	expected	John flabbergasted David because he	4	flabbergasted	Psychological	StimExp
4516	2258	unexpected	Sarah flabbergasted David because he	4	flabbergasted	Psychological	StimExp
4517	2259	expected	John flabbergasted Mary because he	4	flabbergasted	Psychological	StimExp
4518	2259	unexpected	Sarah flabbergasted Mary because he	4	flabbergasted	Psychological	StimExp
4519	2260	expected	John flabbergasted Sarah because he	4	flabbergasted	Psychological	StimExp
4520	2260	unexpected	Mary flabbergasted Sarah because he	4	flabbergasted	Psychological	StimExp
4521	2261	expected	David flabbergasted John because he	4	flabbergasted	Psychological	StimExp
4522	2261	unexpected	Mary flabbergasted John because he	4	flabbergasted	Psychological	StimExp
4523	2262	expected	David flabbergasted John because he	4	flabbergasted	Psychological	StimExp
4524	2262	unexpected	Sarah flabbergasted John because he	4	flabbergasted	Psychological	StimExp
4525	2263	expected	David flabbergasted Mary because he	4	flabbergasted	Psychological	StimExp
4526	2263	unexpected	Sarah flabbergasted Mary because he	4	flabbergasted	Psychological	StimExp
4527	2264	expected	David flabbergasted Sarah because he	4	flabbergasted	Psychological	StimExp
4528	2264	unexpected	Mary flabbergasted Sarah because he	4	flabbergasted	Psychological	StimExp
4529	2265	expected	Mary flabbergasted John because she	4	flabbergasted	Psychological	StimExp
4530	2265	unexpected	David flabbergasted John because she	4	flabbergasted	Psychological	StimExp
4531	2266	expected	Mary flabbergasted David because she	4	flabbergasted	Psychological	StimExp
4532	2266	unexpected	John flabbergasted David because she	4	flabbergasted	Psychological	StimExp
4533	2267	expected	Mary flabbergasted Sarah because she	4	flabbergasted	Psychological	StimExp
4534	2267	unexpected	John flabbergasted Sarah because she	4	flabbergasted	Psychological	StimExp
4535	2268	expected	Mary flabbergasted Sarah because she	4	flabbergasted	Psychological	StimExp
4536	2268	unexpected	David flabbergasted Sarah because she	4	flabbergasted	Psychological	StimExp
4537	2269	expected	Sarah flabbergasted John because she	4	flabbergasted	Psychological	StimExp
4538	2269	unexpected	David flabbergasted John because she	4	flabbergasted	Psychological	StimExp
4539	2270	expected	Sarah flabbergasted David because she	4	flabbergasted	Psychological	StimExp
4540	2270	unexpected	John flabbergasted David because she	4	flabbergasted	Psychological	StimExp
4541	2271	expected	Sarah flabbergasted Mary because she	4	flabbergasted	Psychological	StimExp
4542	2271	unexpected	John flabbergasted Mary because she	4	flabbergasted	Psychological	StimExp
4543	2272	expected	Sarah flabbergasted Mary because she	4	flabbergasted	Psychological	StimExp
4544	2272	unexpected	David flabbergasted Mary because she	4	flabbergasted	Psychological	StimExp
4545	2273	expected	John flattered David because he	4	flattered	Psychological	StimExp
4546	2273	unexpected	Mary flattered David because he	4	flattered	Psychological	StimExp
4547	2274	expected	John flattered David because he	4	flattered	Psychological	StimExp
4548	2274	unexpected	Sarah flattered David because he	4	flattered	Psychological	StimExp
4549	2275	expected	John flattered Mary because he	4	flattered	Psychological	StimExp
4550	2275	unexpected	Sarah flattered Mary because he	4	flattered	Psychological	StimExp
4551	2276	expected	John flattered Sarah because he	4	flattered	Psychological	StimExp
4552	2276	unexpected	Mary flattered Sarah because he	4	flattered	Psychological	StimExp
4553	2277	expected	David flattered John because he	4	flattered	Psychological	StimExp
4554	2277	unexpected	Mary flattered John because he	4	flattered	Psychological	StimExp
4555	2278	expected	David flattered John because he	4	flattered	Psychological	StimExp
4556	2278	unexpected	Sarah flattered John because he	4	flattered	Psychological	StimExp
4557	2279	expected	David flattered Mary because he	4	flattered	Psychological	StimExp
4558	2279	unexpected	Sarah flattered Mary because he	4	flattered	Psychological	StimExp
4559	2280	expected	David flattered Sarah because he	4	flattered	Psychological	StimExp
4560	2280	unexpected	Mary flattered Sarah because he	4	flattered	Psychological	StimExp
4561	2281	expected	Mary flattered John because she	4	flattered	Psychological	StimExp
4562	2281	unexpected	David flattered John because she	4	flattered	Psychological	StimExp
4563	2282	expected	Mary flattered David because she	4	flattered	Psychological	StimExp
4564	2282	unexpected	John flattered David because she	4	flattered	Psychological	StimExp
4565	2283	expected	Mary flattered Sarah because she	4	flattered	Psychological	StimExp
4566	2283	unexpected	John flattered Sarah because she	4	flattered	Psychological	StimExp
4567	2284	expected	Mary flattered Sarah because she	4	flattered	Psychological	StimExp
4568	2284	unexpected	David flattered Sarah because she	4	flattered	Psychological	StimExp
4569	2285	expected	Sarah flattered John because she	4	flattered	Psychological	StimExp
4570	2285	unexpected	David flattered John because she	4	flattered	Psychological	StimExp
4571	2286	expected	Sarah flattered David because she	4	flattered	Psychological	StimExp
4572	2286	unexpected	John flattered David because she	4	flattered	Psychological	StimExp
4573	2287	expected	Sarah flattered Mary because she	4	flattered	Psychological	StimExp
4574	2287	unexpected	John flattered Mary because she	4	flattered	Psychological	StimExp
4575	2288	expected	Sarah flattered Mary because she	4	flattered	Psychological	StimExp
4576	2288	unexpected	David flattered Mary because she	4	flattered	Psychological	StimExp
4577	2289	expected	John floored David because he	4	floored	Activity	AgP
4578	2289	unexpected	Mary floored David because he	4	floored	Activity	AgP
4579	2290	expected	John floored David because he	4	floored	Activity	AgP
4580	2290	unexpected	Sarah floored David because he	4	floored	Activity	AgP
4581	2291	expected	John floored Mary because he	4	floored	Activity	AgP
4582	2291	unexpected	Sarah floored Mary because he	4	floored	Activity	AgP
4583	2292	expected	John floored Sarah because he	4	floored	Activity	AgP
4584	2292	unexpected	Mary floored Sarah because he	4	floored	Activity	AgP
4585	2293	expected	David floored John because he	4	floored	Activity	AgP
4586	2293	unexpected	Mary floored John because he	4	floored	Activity	AgP
4587	2294	expected	David floored John because he	4	floored	Activity	AgP
4588	2294	unexpected	Sarah floored John because he	4	floored	Activity	AgP
4589	2295	expected	David floored Mary because he	4	floored	Activity	AgP
4590	2295	unexpected	Sarah floored Mary because he	4	floored	Activity	AgP
4591	2296	expected	David floored Sarah because he	4	floored	Activity	AgP
4592	2296	unexpected	Mary floored Sarah because he	4	floored	Activity	AgP
4593	2297	expected	Mary floored John because she	4	floored	Activity	AgP
4594	2297	unexpected	David floored John because she	4	floored	Activity	AgP
4595	2298	expected	Mary floored David because she	4	floored	Activity	AgP
4596	2298	unexpected	John floored David because she	4	floored	Activity	AgP
4597	2299	expected	Mary floored Sarah because she	4	floored	Activity	AgP
4598	2299	unexpected	John floored Sarah because she	4	floored	Activity	AgP
4599	2300	expected	Mary floored Sarah because she	4	floored	Activity	AgP
4600	2300	unexpected	David floored Sarah because she	4	floored	Activity	AgP
4601	2301	expected	Sarah floored John because she	4	floored	Activity	AgP
4602	2301	unexpected	David floored John because she	4	floored	Activity	AgP
4603	2302	expected	Sarah floored David because she	4	floored	Activity	AgP
4604	2302	unexpected	John floored David because she	4	floored	Activity	AgP
4605	2303	expected	Sarah floored Mary because she	4	floored	Activity	AgP
4606	2303	unexpected	John floored Mary because she	4	floored	Activity	AgP
4607	2304	expected	Sarah floored Mary because she	4	floored	Activity	AgP
4608	2304	unexpected	David floored Mary because she	4	floored	Activity	AgP
4609	2305	expected	John followed David because he	4	followed	Activity	AgP
4610	2305	unexpected	Mary followed David because he	4	followed	Activity	AgP
4611	2306	expected	John followed David because he	4	followed	Activity	AgP
4612	2306	unexpected	Sarah followed David because he	4	followed	Activity	AgP
4613	2307	expected	John followed Mary because he	4	followed	Activity	AgP
4614	2307	unexpected	Sarah followed Mary because he	4	followed	Activity	AgP
4615	2308	expected	John followed Sarah because he	4	followed	Activity	AgP
4616	2308	unexpected	Mary followed Sarah because he	4	followed	Activity	AgP
4617	2309	expected	David followed John because he	4	followed	Activity	AgP
4618	2309	unexpected	Mary followed John because he	4	followed	Activity	AgP
4619	2310	expected	David followed John because he	4	followed	Activity	AgP
4620	2310	unexpected	Sarah followed John because he	4	followed	Activity	AgP
4621	2311	expected	David followed Mary because he	4	followed	Activity	AgP
4622	2311	unexpected	Sarah followed Mary because he	4	followed	Activity	AgP
4623	2312	expected	David followed Sarah because he	4	followed	Activity	AgP
4624	2312	unexpected	Mary followed Sarah because he	4	followed	Activity	AgP
4625	2313	expected	Mary followed John because she	4	followed	Activity	AgP
4626	2313	unexpected	David followed John because she	4	followed	Activity	AgP
4627	2314	expected	Mary followed David because she	4	followed	Activity	AgP
4628	2314	unexpected	John followed David because she	4	followed	Activity	AgP
4629	2315	expected	Mary followed Sarah because she	4	followed	Activity	AgP
4630	2315	unexpected	John followed Sarah because she	4	followed	Activity	AgP
4631	2316	expected	Mary followed Sarah because she	4	followed	Activity	AgP
4632	2316	unexpected	David followed Sarah because she	4	followed	Activity	AgP
4633	2317	expected	Sarah followed John because she	4	followed	Activity	AgP
4634	2317	unexpected	David followed John because she	4	followed	Activity	AgP
4635	2318	expected	Sarah followed David because she	4	followed	Activity	AgP
4636	2318	unexpected	John followed David because she	4	followed	Activity	AgP
4637	2319	expected	Sarah followed Mary because she	4	followed	Activity	AgP
4638	2319	unexpected	John followed Mary because she	4	followed	Activity	AgP
4639	2320	expected	Sarah followed Mary because she	4	followed	Activity	AgP
4640	2320	unexpected	David followed Mary because she	4	followed	Activity	AgP
4641	2321	expected	John fooled David because he	4	fooled	Activity	AgP
4642	2321	unexpected	Mary fooled David because he	4	fooled	Activity	AgP
4643	2322	expected	John fooled David because he	4	fooled	Activity	AgP
4644	2322	unexpected	Sarah fooled David because he	4	fooled	Activity	AgP
4645	2323	expected	John fooled Mary because he	4	fooled	Activity	AgP
4646	2323	unexpected	Sarah fooled Mary because he	4	fooled	Activity	AgP
4647	2324	expected	John fooled Sarah because he	4	fooled	Activity	AgP
4648	2324	unexpected	Mary fooled Sarah because he	4	fooled	Activity	AgP
4649	2325	expected	David fooled John because he	4	fooled	Activity	AgP
4650	2325	unexpected	Mary fooled John because he	4	fooled	Activity	AgP
4651	2326	expected	David fooled John because he	4	fooled	Activity	AgP
4652	2326	unexpected	Sarah fooled John because he	4	fooled	Activity	AgP
4653	2327	expected	David fooled Mary because he	4	fooled	Activity	AgP
4654	2327	unexpected	Sarah fooled Mary because he	4	fooled	Activity	AgP
4655	2328	expected	David fooled Sarah because he	4	fooled	Activity	AgP
4656	2328	unexpected	Mary fooled Sarah because he	4	fooled	Activity	AgP
4657	2329	expected	Mary fooled John because she	4	fooled	Activity	AgP
4658	2329	unexpected	David fooled John because she	4	fooled	Activity	AgP
4659	2330	expected	Mary fooled David because she	4	fooled	Activity	AgP
4660	2330	unexpected	John fooled David because she	4	fooled	Activity	AgP
4661	2331	expected	Mary fooled Sarah because she	4	fooled	Activity	AgP
4662	2331	unexpected	John fooled Sarah because she	4	fooled	Activity	AgP
4663	2332	expected	Mary fooled Sarah because she	4	fooled	Activity	AgP
4664	2332	unexpected	David fooled Sarah because she	4	fooled	Activity	AgP
4665	2333	expected	Sarah fooled John because she	4	fooled	Activity	AgP
4666	2333	unexpected	David fooled John because she	4	fooled	Activity	AgP
4667	2334	expected	Sarah fooled David because she	4	fooled	Activity	AgP
4668	2334	unexpected	John fooled David because she	4	fooled	Activity	AgP
4669	2335	expected	Sarah fooled Mary because she	4	fooled	Activity	AgP
4670	2335	unexpected	John fooled Mary because she	4	fooled	Activity	AgP
4671	2336	expected	Sarah fooled Mary because she	4	fooled	Activity	AgP
4672	2336	unexpected	David fooled Mary because she	4	fooled	Activity	AgP
4673	2337	expected	John forgave David because he	4	forgave	Activity	AgEvo
4674	2337	unexpected	John forgave Mary because he	4	forgave	Activity	AgEvo
4675	2338	expected	John forgave David because he	4	forgave	Activity	AgEvo
4676	2338	unexpected	John forgave Sarah because he	4	forgave	Activity	AgEvo
4677	2339	expected	John forgave Mary because she	4	forgave	Activity	AgEvo
4678	2339	unexpected	John forgave David because she	4	forgave	Activity	AgEvo
4679	2340	expected	John forgave Sarah because she	4	forgave	Activity	AgEvo
4680	2340	unexpected	John forgave David because she	4	forgave	Activity	AgEvo
4681	2341	expected	David forgave John because he	4	forgave	Activity	AgEvo
4682	2341	unexpected	David forgave Mary because he	4	forgave	Activity	AgEvo
4683	2342	expected	David forgave John because he	4	forgave	Activity	AgEvo
4684	2342	unexpected	David forgave Sarah because he	4	forgave	Activity	AgEvo
4685	2343	expected	David forgave Mary because she	4	forgave	Activity	AgEvo
4686	2343	unexpected	David forgave John because she	4	forgave	Activity	AgEvo
4687	2344	expected	David forgave Sarah because she	4	forgave	Activity	AgEvo
4688	2344	unexpected	David forgave John because she	4	forgave	Activity	AgEvo
4689	2345	expected	Mary forgave John because he	4	forgave	Activity	AgEvo
4690	2345	unexpected	Mary forgave Sarah because he	4	forgave	Activity	AgEvo
4691	2346	expected	Mary forgave David because he	4	forgave	Activity	AgEvo
4692	2346	unexpected	Mary forgave Sarah because he	4	forgave	Activity	AgEvo
4693	2347	expected	Mary forgave Sarah because she	4	forgave	Activity	AgEvo
4694	2347	unexpected	Mary forgave John because she	4	forgave	Activity	AgEvo
4695	2348	expected	Mary forgave Sarah because she	4	forgave	Activity	AgEvo
4696	2348	unexpected	Mary forgave David because she	4	forgave	Activity	AgEvo
4697	2349	expected	Sarah forgave John because he	4	forgave	Activity	AgEvo
4698	2349	unexpected	Sarah forgave Mary because he	4	forgave	Activity	AgEvo
4699	2350	expected	Sarah forgave David because he	4	forgave	Activity	AgEvo
4700	2350	unexpected	Sarah forgave Mary because he	4	forgave	Activity	AgEvo
4701	2351	expected	Sarah forgave Mary because she	4	forgave	Activity	AgEvo
4702	2351	unexpected	Sarah forgave John because she	4	forgave	Activity	AgEvo
4703	2352	expected	Sarah forgave Mary because she	4	forgave	Activity	AgEvo
4704	2352	unexpected	Sarah forgave David because she	4	forgave	Activity	AgEvo
4705	2353	expected	John forgot David because he	4	forgot	Psychological	ExpStim
4706	2353	unexpected	John forgot Mary because he	4	forgot	Psychological	ExpStim
4707	2354	expected	John forgot David because he	4	forgot	Psychological	ExpStim
4708	2354	unexpected	John forgot Sarah because he	4	forgot	Psychological	ExpStim
4709	2355	expected	John forgot Mary because she	4	forgot	Psychological	ExpStim
4710	2355	unexpected	John forgot David because she	4	forgot	Psychological	ExpStim
4711	2356	expected	John forgot Sarah because she	4	forgot	Psychological	ExpStim
4712	2356	unexpected	John forgot David because she	4	forgot	Psychological	ExpStim
4713	2357	expected	David forgot John because he	4	forgot	Psychological	ExpStim
4714	2357	unexpected	David forgot Mary because he	4	forgot	Psychological	ExpStim
4715	2358	expected	David forgot John because he	4	forgot	Psychological	ExpStim
4716	2358	unexpected	David forgot Sarah because he	4	forgot	Psychological	ExpStim
4717	2359	expected	David forgot Mary because she	4	forgot	Psychological	ExpStim
4718	2359	unexpected	David forgot John because she	4	forgot	Psychological	ExpStim
4719	2360	expected	David forgot Sarah because she	4	forgot	Psychological	ExpStim
4720	2360	unexpected	David forgot John because she	4	forgot	Psychological	ExpStim
4721	2361	expected	Mary forgot John because he	4	forgot	Psychological	ExpStim
4722	2361	unexpected	Mary forgot Sarah because he	4	forgot	Psychological	ExpStim
4723	2362	expected	Mary forgot David because he	4	forgot	Psychological	ExpStim
4724	2362	unexpected	Mary forgot Sarah because he	4	forgot	Psychological	ExpStim
4725	2363	expected	Mary forgot Sarah because she	4	forgot	Psychological	ExpStim
4726	2363	unexpected	Mary forgot John because she	4	forgot	Psychological	ExpStim
4727	2364	expected	Mary forgot Sarah because she	4	forgot	Psychological	ExpStim
4728	2364	unexpected	Mary forgot David because she	4	forgot	Psychological	ExpStim
4729	2365	expected	Sarah forgot John because he	4	forgot	Psychological	ExpStim
4730	2365	unexpected	Sarah forgot Mary because he	4	forgot	Psychological	ExpStim
4731	2366	expected	Sarah forgot David because he	4	forgot	Psychological	ExpStim
4732	2366	unexpected	Sarah forgot Mary because he	4	forgot	Psychological	ExpStim
4733	2367	expected	Sarah forgot Mary because she	4	forgot	Psychological	ExpStim
4734	2367	unexpected	Sarah forgot John because she	4	forgot	Psychological	ExpStim
4735	2368	expected	Sarah forgot Mary because she	4	forgot	Psychological	ExpStim
4736	2368	unexpected	Sarah forgot David because she	4	forgot	Psychological	ExpStim
4737	2369	expected	John fought David because he	4	fought	Activity	AgP
4738	2369	unexpected	Mary fought David because he	4	fought	Activity	AgP
4739	2370	expected	John fought David because he	4	fought	Activity	AgP
4740	2370	unexpected	Sarah fought David because he	4	fought	Activity	AgP
4741	2371	expected	John fought Mary because he	4	fought	Activity	AgP
4742	2371	unexpected	Sarah fought Mary because he	4	fought	Activity	AgP
4743	2372	expected	John fought Sarah because he	4	fought	Activity	AgP
4744	2372	unexpected	Mary fought Sarah because he	4	fought	Activity	AgP
4745	2373	expected	David fought John because he	4	fought	Activity	AgP
4746	2373	unexpected	Mary fought John because he	4	fought	Activity	AgP
4747	2374	expected	David fought John because he	4	fought	Activity	AgP
4748	2374	unexpected	Sarah fought John because he	4	fought	Activity	AgP
4749	2375	expected	David fought Mary because he	4	fought	Activity	AgP
4750	2375	unexpected	Sarah fought Mary because he	4	fought	Activity	AgP
4751	2376	expected	David fought Sarah because he	4	fought	Activity	AgP
4752	2376	unexpected	Mary fought Sarah because he	4	fought	Activity	AgP
4753	2377	expected	Mary fought John because she	4	fought	Activity	AgP
4754	2377	unexpected	David fought John because she	4	fought	Activity	AgP
4755	2378	expected	Mary fought David because she	4	fought	Activity	AgP
4756	2378	unexpected	John fought David because she	4	fought	Activity	AgP
4757	2379	expected	Mary fought Sarah because she	4	fought	Activity	AgP
4758	2379	unexpected	John fought Sarah because she	4	fought	Activity	AgP
4759	2380	expected	Mary fought Sarah because she	4	fought	Activity	AgP
4760	2380	unexpected	David fought Sarah because she	4	fought	Activity	AgP
4761	2381	expected	Sarah fought John because she	4	fought	Activity	AgP
4762	2381	unexpected	David fought John because she	4	fought	Activity	AgP
4763	2382	expected	Sarah fought David because she	4	fought	Activity	AgP
4764	2382	unexpected	John fought David because she	4	fought	Activity	AgP
4765	2383	expected	Sarah fought Mary because she	4	fought	Activity	AgP
4766	2383	unexpected	John fought Mary because she	4	fought	Activity	AgP
4767	2384	expected	Sarah fought Mary because she	4	fought	Activity	AgP
4768	2384	unexpected	David fought Mary because she	4	fought	Activity	AgP
4769	2385	expected	John freed David because he	4	freed	Activity	AgP
4770	2385	unexpected	Mary freed David because he	4	freed	Activity	AgP
4771	2386	expected	John freed David because he	4	freed	Activity	AgP
4772	2386	unexpected	Sarah freed David because he	4	freed	Activity	AgP
4773	2387	expected	John freed Mary because he	4	freed	Activity	AgP
4774	2387	unexpected	Sarah freed Mary because he	4	freed	Activity	AgP
4775	2388	expected	John freed Sarah because he	4	freed	Activity	AgP
4776	2388	unexpected	Mary freed Sarah because he	4	freed	Activity	AgP
4777	2389	expected	David freed John because he	4	freed	Activity	AgP
4778	2389	unexpected	Mary freed John because he	4	freed	Activity	AgP
4779	2390	expected	David freed John because he	4	freed	Activity	AgP
4780	2390	unexpected	Sarah freed John because he	4	freed	Activity	AgP
4781	2391	expected	David freed Mary because he	4	freed	Activity	AgP
4782	2391	unexpected	Sarah freed Mary because he	4	freed	Activity	AgP
4783	2392	expected	David freed Sarah because he	4	freed	Activity	AgP
4784	2392	unexpected	Mary freed Sarah because he	4	freed	Activity	AgP
4785	2393	expected	Mary freed John because she	4	freed	Activity	AgP
4786	2393	unexpected	David freed John because she	4	freed	Activity	AgP
4787	2394	expected	Mary freed David because she	4	freed	Activity	AgP
4788	2394	unexpected	John freed David because she	4	freed	Activity	AgP
4789	2395	expected	Mary freed Sarah because she	4	freed	Activity	AgP
4790	2395	unexpected	John freed Sarah because she	4	freed	Activity	AgP
4791	2396	expected	Mary freed Sarah because she	4	freed	Activity	AgP
4792	2396	unexpected	David freed Sarah because she	4	freed	Activity	AgP
4793	2397	expected	Sarah freed John because she	4	freed	Activity	AgP
4794	2397	unexpected	David freed John because she	4	freed	Activity	AgP
4795	2398	expected	Sarah freed David because she	4	freed	Activity	AgP
4796	2398	unexpected	John freed David because she	4	freed	Activity	AgP
4797	2399	expected	Sarah freed Mary because she	4	freed	Activity	AgP
4798	2399	unexpected	John freed Mary because she	4	freed	Activity	AgP
4799	2400	expected	Sarah freed Mary because she	4	freed	Activity	AgP
4800	2400	unexpected	David freed Mary because she	4	freed	Activity	AgP
4801	2401	expected	John frightened David because he	4	frightened	Psychological	StimExp
4802	2401	unexpected	Mary frightened David because he	4	frightened	Psychological	StimExp
4803	2402	expected	John frightened David because he	4	frightened	Psychological	StimExp
4804	2402	unexpected	Sarah frightened David because he	4	frightened	Psychological	StimExp
4805	2403	expected	John frightened Mary because he	4	frightened	Psychological	StimExp
4806	2403	unexpected	Sarah frightened Mary because he	4	frightened	Psychological	StimExp
4807	2404	expected	John frightened Sarah because he	4	frightened	Psychological	StimExp
4808	2404	unexpected	Mary frightened Sarah because he	4	frightened	Psychological	StimExp
4809	2405	expected	David frightened John because he	4	frightened	Psychological	StimExp
4810	2405	unexpected	Mary frightened John because he	4	frightened	Psychological	StimExp
4811	2406	expected	David frightened John because he	4	frightened	Psychological	StimExp
4812	2406	unexpected	Sarah frightened John because he	4	frightened	Psychological	StimExp
4813	2407	expected	David frightened Mary because he	4	frightened	Psychological	StimExp
4814	2407	unexpected	Sarah frightened Mary because he	4	frightened	Psychological	StimExp
4815	2408	expected	David frightened Sarah because he	4	frightened	Psychological	StimExp
4816	2408	unexpected	Mary frightened Sarah because he	4	frightened	Psychological	StimExp
4817	2409	expected	Mary frightened John because she	4	frightened	Psychological	StimExp
4818	2409	unexpected	David frightened John because she	4	frightened	Psychological	StimExp
4819	2410	expected	Mary frightened David because she	4	frightened	Psychological	StimExp
4820	2410	unexpected	John frightened David because she	4	frightened	Psychological	StimExp
4821	2411	expected	Mary frightened Sarah because she	4	frightened	Psychological	StimExp
4822	2411	unexpected	John frightened Sarah because she	4	frightened	Psychological	StimExp
4823	2412	expected	Mary frightened Sarah because she	4	frightened	Psychological	StimExp
4824	2412	unexpected	David frightened Sarah because she	4	frightened	Psychological	StimExp
4825	2413	expected	Sarah frightened John because she	4	frightened	Psychological	StimExp
4826	2413	unexpected	David frightened John because she	4	frightened	Psychological	StimExp
4827	2414	expected	Sarah frightened David because she	4	frightened	Psychological	StimExp
4828	2414	unexpected	John frightened David because she	4	frightened	Psychological	StimExp
4829	2415	expected	Sarah frightened Mary because she	4	frightened	Psychological	StimExp
4830	2415	unexpected	John frightened Mary because she	4	frightened	Psychological	StimExp
4831	2416	expected	Sarah frightened Mary because she	4	frightened	Psychological	StimExp
4832	2416	unexpected	David frightened Mary because she	4	frightened	Psychological	StimExp
4833	2417	expected	John frustrated David because he	4	frustrated	Psychological	StimExp
4834	2417	unexpected	Mary frustrated David because he	4	frustrated	Psychological	StimExp
4835	2418	expected	John frustrated David because he	4	frustrated	Psychological	StimExp
4836	2418	unexpected	Sarah frustrated David because he	4	frustrated	Psychological	StimExp
4837	2419	expected	John frustrated Mary because he	4	frustrated	Psychological	StimExp
4838	2419	unexpected	Sarah frustrated Mary because he	4	frustrated	Psychological	StimExp
4839	2420	expected	John frustrated Sarah because he	4	frustrated	Psychological	StimExp
4840	2420	unexpected	Mary frustrated Sarah because he	4	frustrated	Psychological	StimExp
4841	2421	expected	David frustrated John because he	4	frustrated	Psychological	StimExp
4842	2421	unexpected	Mary frustrated John because he	4	frustrated	Psychological	StimExp
4843	2422	expected	David frustrated John because he	4	frustrated	Psychological	StimExp
4844	2422	unexpected	Sarah frustrated John because he	4	frustrated	Psychological	StimExp
4845	2423	expected	David frustrated Mary because he	4	frustrated	Psychological	StimExp
4846	2423	unexpected	Sarah frustrated Mary because he	4	frustrated	Psychological	StimExp
4847	2424	expected	David frustrated Sarah because he	4	frustrated	Psychological	StimExp
4848	2424	unexpected	Mary frustrated Sarah because he	4	frustrated	Psychological	StimExp
4849	2425	expected	Mary frustrated John because she	4	frustrated	Psychological	StimExp
4850	2425	unexpected	David frustrated John because she	4	frustrated	Psychological	StimExp
4851	2426	expected	Mary frustrated David because she	4	frustrated	Psychological	StimExp
4852	2426	unexpected	John frustrated David because she	4	frustrated	Psychological	StimExp
4853	2427	expected	Mary frustrated Sarah because she	4	frustrated	Psychological	StimExp
4854	2427	unexpected	John frustrated Sarah because she	4	frustrated	Psychological	StimExp
4855	2428	expected	Mary frustrated Sarah because she	4	frustrated	Psychological	StimExp
4856	2428	unexpected	David frustrated Sarah because she	4	frustrated	Psychological	StimExp
4857	2429	expected	Sarah frustrated John because she	4	frustrated	Psychological	StimExp
4858	2429	unexpected	David frustrated John because she	4	frustrated	Psychological	StimExp
4859	2430	expected	Sarah frustrated David because she	4	frustrated	Psychological	StimExp
4860	2430	unexpected	John frustrated David because she	4	frustrated	Psychological	StimExp
4861	2431	expected	Sarah frustrated Mary because she	4	frustrated	Psychological	StimExp
4862	2431	unexpected	John frustrated Mary because she	4	frustrated	Psychological	StimExp
4863	2432	expected	Sarah frustrated Mary because she	4	frustrated	Psychological	StimExp
4864	2432	unexpected	David frustrated Mary because she	4	frustrated	Psychological	StimExp
4865	2433	expected	John galled David because he	4	galled	Psychological	StimExp
4866	2433	unexpected	Mary galled David because he	4	galled	Psychological	StimExp
4867	2434	expected	John galled David because he	4	galled	Psychological	StimExp
4868	2434	unexpected	Sarah galled David because he	4	galled	Psychological	StimExp
4869	2435	expected	John galled Mary because he	4	galled	Psychological	StimExp
4870	2435	unexpected	Sarah galled Mary because he	4	galled	Psychological	StimExp
4871	2436	expected	John galled Sarah because he	4	galled	Psychological	StimExp
4872	2436	unexpected	Mary galled Sarah because he	4	galled	Psychological	StimExp
4873	2437	expected	David galled John because he	4	galled	Psychological	StimExp
4874	2437	unexpected	Mary galled John because he	4	galled	Psychological	StimExp
4875	2438	expected	David galled John because he	4	galled	Psychological	StimExp
4876	2438	unexpected	Sarah galled John because he	4	galled	Psychological	StimExp
4877	2439	expected	David galled Mary because he	4	galled	Psychological	StimExp
4878	2439	unexpected	Sarah galled Mary because he	4	galled	Psychological	StimExp
4879	2440	expected	David galled Sarah because he	4	galled	Psychological	StimExp
4880	2440	unexpected	Mary galled Sarah because he	4	galled	Psychological	StimExp
4881	2441	expected	Mary galled John because she	4	galled	Psychological	StimExp
4882	2441	unexpected	David galled John because she	4	galled	Psychological	StimExp
4883	2442	expected	Mary galled David because she	4	galled	Psychological	StimExp
4884	2442	unexpected	John galled David because she	4	galled	Psychological	StimExp
4885	2443	expected	Mary galled Sarah because she	4	galled	Psychological	StimExp
4886	2443	unexpected	John galled Sarah because she	4	galled	Psychological	StimExp
4887	2444	expected	Mary galled Sarah because she	4	galled	Psychological	StimExp
4888	2444	unexpected	David galled Sarah because she	4	galled	Psychological	StimExp
4889	2445	expected	Sarah galled John because she	4	galled	Psychological	StimExp
4890	2445	unexpected	David galled John because she	4	galled	Psychological	StimExp
4891	2446	expected	Sarah galled David because she	4	galled	Psychological	StimExp
4892	2446	unexpected	John galled David because she	4	galled	Psychological	StimExp
