sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
2187	1094	expected	Sarah favoured Mary because she	4	favoured	Psychological	ExpStim
2188	1094	unexpected	Sarah favoured David because she	4	favoured	Psychological	ExpStim
2189	1095	expected	Mary favoured Sarah because she	4	favoured	Psychological	ExpStim
2190	1095	unexpected	Mary favoured John because she	4	favoured	Psychological	ExpStim
2191	1096	expected	Mary favoured Sarah because she	4	favoured	Psychological	ExpStim
2192	1096	unexpected	Mary favoured David because she	4	favoured	Psychological	ExpStim
2193	1097	expected	John fazed David because he	4	fazed	Psychological	StimExp
2194	1097	unexpected	Mary fazed David because he	4	fazed	Psychological	StimExp
2195	1098	expected	John fazed David because he	4	fazed	Psychological	StimExp
2196	1098	unexpected	Sarah fazed David because he	4	fazed	Psychological	StimExp
2197	1099	expected	David fazed John because he	4	fazed	Psychological	StimExp
2198	1099	unexpected	Mary fazed John because he	4	fazed	Psychological	StimExp
2199	1100	expected	David fazed John because he	4	fazed	Psychological	StimExp
2200	1100	unexpected	Sarah fazed John because he	4	fazed	Psychological	StimExp
2201	1101	expected	Mary fazed Sarah because she	4	fazed	Psychological	StimExp
2202	1101	unexpected	John fazed Sarah because she	4	fazed	Psychological	StimExp
2203	1102	expected	Mary fazed Sarah because she	4	fazed	Psychological	StimExp
2204	1102	unexpected	David fazed Sarah because she	4	fazed	Psychological	StimExp
2205	1103	expected	Sarah fazed Mary because she	4	fazed	Psychological	StimExp
2206	1103	unexpected	John fazed Mary because she	4	fazed	Psychological	StimExp
2207	1104	expected	Sarah fazed Mary because she	4	fazed	Psychological	StimExp
2208	1104	unexpected	David fazed Mary because she	4	fazed	Psychological	StimExp
2209	1105	expected	David feared John because he	4	feared	Psychological	ExpStim
2210	1105	unexpected	David feared Mary because he	4	feared	Psychological	ExpStim
2211	1106	expected	David feared John because he	4	feared	Psychological	ExpStim
2212	1106	unexpected	David feared Sarah because he	4	feared	Psychological	ExpStim
2213	1107	expected	John feared David because he	4	feared	Psychological	ExpStim
2214	1107	unexpected	John feared Mary because he	4	feared	Psychological	ExpStim
2215	1108	expected	John feared David because he	4	feared	Psychological	ExpStim
2216	1108	unexpected	John feared Sarah because he	4	feared	Psychological	ExpStim
2217	1109	expected	Sarah feared Mary because she	4	feared	Psychological	ExpStim
2218	1109	unexpected	Sarah feared John because she	4	feared	Psychological	ExpStim
2219	1110	expected	Sarah feared Mary because she	4	feared	Psychological	ExpStim
2220	1110	unexpected	Sarah feared David because she	4	feared	Psychological	ExpStim
2221	1111	expected	Mary feared Sarah because she	4	feared	Psychological	ExpStim
2222	1111	unexpected	Mary feared John because she	4	feared	Psychological	ExpStim
2223	1112	expected	Mary feared Sarah because she	4	feared	Psychological	ExpStim
2224	1112	unexpected	Mary feared David because she	4	feared	Psychological	ExpStim
2225	1113	expected	John fed David because he	4	fed	Activity	AgP
2226	1113	unexpected	Mary fed David because he	4	fed	Activity	AgP
2227	1114	expected	John fed David because he	4	fed	Activity	AgP
2228	1114	unexpected	Sarah fed David because he	4	fed	Activity	AgP
2229	1115	expected	David fed John because he	4	fed	Activity	AgP
2230	1115	unexpected	Mary fed John because he	4	fed	Activity	AgP
2231	1116	expected	David fed John because he	4	fed	Activity	AgP
2232	1116	unexpected	Sarah fed John because he	4	fed	Activity	AgP
2233	1117	expected	Mary fed Sarah because she	4	fed	Activity	AgP
2234	1117	unexpected	John fed Sarah because she	4	fed	Activity	AgP
2235	1118	expected	Mary fed Sarah because she	4	fed	Activity	AgP
2236	1118	unexpected	David fed Sarah because she	4	fed	Activity	AgP
2237	1119	expected	Sarah fed Mary because she	4	fed	Activity	AgP
2238	1119	unexpected	John fed Mary because she	4	fed	Activity	AgP
2239	1120	expected	Sarah fed Mary because she	4	fed	Activity	AgP
2240	1120	unexpected	David fed Mary because she	4	fed	Activity	AgP
2241	1121	expected	John filmed David because he	4	filmed	Activity	AgP
2242	1121	unexpected	Mary filmed David because he	4	filmed	Activity	AgP
2243	1122	expected	John filmed David because he	4	filmed	Activity	AgP
2244	1122	unexpected	Sarah filmed David because he	4	filmed	Activity	AgP
2245	1123	expected	David filmed John because he	4	filmed	Activity	AgP
2246	1123	unexpected	Mary filmed John because he	4	filmed	Activity	AgP
2247	1124	expected	David filmed John because he	4	filmed	Activity	AgP
2248	1124	unexpected	Sarah filmed John because he	4	filmed	Activity	AgP
2249	1125	expected	Mary filmed Sarah because she	4	filmed	Activity	AgP
2250	1125	unexpected	John filmed Sarah because she	4	filmed	Activity	AgP
2251	1126	expected	Mary filmed Sarah because she	4	filmed	Activity	AgP
2252	1126	unexpected	David filmed Sarah because she	4	filmed	Activity	AgP
2253	1127	expected	Sarah filmed Mary because she	4	filmed	Activity	AgP
2254	1127	unexpected	John filmed Mary because she	4	filmed	Activity	AgP
2255	1128	expected	Sarah filmed Mary because she	4	filmed	Activity	AgP
2256	1128	unexpected	David filmed Mary because she	4	filmed	Activity	AgP
2257	1129	expected	John flabbergasted David because he	4	flabbergasted	Psychological	StimExp
2258	1129	unexpected	Mary flabbergasted David because he	4	flabbergasted	Psychological	StimExp
2259	1130	expected	John flabbergasted David because he	4	flabbergasted	Psychological	StimExp
2260	1130	unexpected	Sarah flabbergasted David because he	4	flabbergasted	Psychological	StimExp
2261	1131	expected	David flabbergasted John because he	4	flabbergasted	Psychological	StimExp
2262	1131	unexpected	Mary flabbergasted John because he	4	flabbergasted	Psychological	StimExp
2263	1132	expected	David flabbergasted John because he	4	flabbergasted	Psychological	StimExp
2264	1132	unexpected	Sarah flabbergasted John because he	4	flabbergasted	Psychological	StimExp
2265	1133	expected	Mary flabbergasted Sarah because she	4	flabbergasted	Psychological	StimExp
2266	1133	unexpected	John flabbergasted Sarah because she	4	flabbergasted	Psychological	StimExp
2267	1134	expected	Mary flabbergasted Sarah because she	4	flabbergasted	Psychological	StimExp
2268	1134	unexpected	David flabbergasted Sarah because she	4	flabbergasted	Psychological	StimExp
2269	1135	expected	Sarah flabbergasted Mary because she	4	flabbergasted	Psychological	StimExp
2270	1135	unexpected	John flabbergasted Mary because she	4	flabbergasted	Psychological	StimExp
2271	1136	expected	Sarah flabbergasted Mary because she	4	flabbergasted	Psychological	StimExp
2272	1136	unexpected	David flabbergasted Mary because she	4	flabbergasted	Psychological	StimExp
2273	1137	expected	John flattered David because he	4	flattered	Psychological	StimExp
2274	1137	unexpected	Mary flattered David because he	4	flattered	Psychological	StimExp
2275	1138	expected	John flattered David because he	4	flattered	Psychological	StimExp
2276	1138	unexpected	Sarah flattered David because he	4	flattered	Psychological	StimExp
2277	1139	expected	David flattered John because he	4	flattered	Psychological	StimExp
2278	1139	unexpected	Mary flattered John because he	4	flattered	Psychological	StimExp
2279	1140	expected	David flattered John because he	4	flattered	Psychological	StimExp
2280	1140	unexpected	Sarah flattered John because he	4	flattered	Psychological	StimExp
2281	1141	expected	Mary flattered Sarah because she	4	flattered	Psychological	StimExp
2282	1141	unexpected	John flattered Sarah because she	4	flattered	Psychological	StimExp
2283	1142	expected	Mary flattered Sarah because she	4	flattered	Psychological	StimExp
2284	1142	unexpected	David flattered Sarah because she	4	flattered	Psychological	StimExp
2285	1143	expected	Sarah flattered Mary because she	4	flattered	Psychological	StimExp
2286	1143	unexpected	John flattered Mary because she	4	flattered	Psychological	StimExp
2287	1144	expected	Sarah flattered Mary because she	4	flattered	Psychological	StimExp
2288	1144	unexpected	David flattered Mary because she	4	flattered	Psychological	StimExp
2289	1145	expected	John floored David because he	4	floored	Activity	AgP
2290	1145	unexpected	Mary floored David because he	4	floored	Activity	AgP
2291	1146	expected	John floored David because he	4	floored	Activity	AgP
2292	1146	unexpected	Sarah floored David because he	4	floored	Activity	AgP
2293	1147	expected	David floored John because he	4	floored	Activity	AgP
2294	1147	unexpected	Mary floored John because he	4	floored	Activity	AgP
2295	1148	expected	David floored John because he	4	floored	Activity	AgP
2296	1148	unexpected	Sarah floored John because he	4	floored	Activity	AgP
2297	1149	expected	Mary floored Sarah because she	4	floored	Activity	AgP
2298	1149	unexpected	John floored Sarah because she	4	floored	Activity	AgP
2299	1150	expected	Mary floored Sarah because she	4	floored	Activity	AgP
2300	1150	unexpected	David floored Sarah because she	4	floored	Activity	AgP
2301	1151	expected	Sarah floored Mary because she	4	floored	Activity	AgP
2302	1151	unexpected	John floored Mary because she	4	floored	Activity	AgP
2303	1152	expected	Sarah floored Mary because she	4	floored	Activity	AgP
2304	1152	unexpected	David floored Mary because she	4	floored	Activity	AgP
2305	1153	expected	John followed David because he	4	followed	Activity	AgP
2306	1153	unexpected	Mary followed David because he	4	followed	Activity	AgP
2307	1154	expected	John followed David because he	4	followed	Activity	AgP
2308	1154	unexpected	Sarah followed David because he	4	followed	Activity	AgP
2309	1155	expected	David followed John because he	4	followed	Activity	AgP
2310	1155	unexpected	Mary followed John because he	4	followed	Activity	AgP
2311	1156	expected	David followed John because he	4	followed	Activity	AgP
2312	1156	unexpected	Sarah followed John because he	4	followed	Activity	AgP
2313	1157	expected	Mary followed Sarah because she	4	followed	Activity	AgP
2314	1157	unexpected	John followed Sarah because she	4	followed	Activity	AgP
2315	1158	expected	Mary followed Sarah because she	4	followed	Activity	AgP
2316	1158	unexpected	David followed Sarah because she	4	followed	Activity	AgP
2317	1159	expected	Sarah followed Mary because she	4	followed	Activity	AgP
2318	1159	unexpected	John followed Mary because she	4	followed	Activity	AgP
2319	1160	expected	Sarah followed Mary because she	4	followed	Activity	AgP
2320	1160	unexpected	David followed Mary because she	4	followed	Activity	AgP
2321	1161	expected	John fooled David because he	4	fooled	Activity	AgP
2322	1161	unexpected	Mary fooled David because he	4	fooled	Activity	AgP
2323	1162	expected	John fooled David because he	4	fooled	Activity	AgP
2324	1162	unexpected	Sarah fooled David because he	4	fooled	Activity	AgP
2325	1163	expected	David fooled John because he	4	fooled	Activity	AgP
2326	1163	unexpected	Mary fooled John because he	4	fooled	Activity	AgP
2327	1164	expected	David fooled John because he	4	fooled	Activity	AgP
2328	1164	unexpected	Sarah fooled John because he	4	fooled	Activity	AgP
2329	1165	expected	Mary fooled Sarah because she	4	fooled	Activity	AgP
2330	1165	unexpected	John fooled Sarah because she	4	fooled	Activity	AgP
2331	1166	expected	Mary fooled Sarah because she	4	fooled	Activity	AgP
2332	1166	unexpected	David fooled Sarah because she	4	fooled	Activity	AgP
2333	1167	expected	Sarah fooled Mary because she	4	fooled	Activity	AgP
2334	1167	unexpected	John fooled Mary because she	4	fooled	Activity	AgP
2335	1168	expected	Sarah fooled Mary because she	4	fooled	Activity	AgP
2336	1168	unexpected	David fooled Mary because she	4	fooled	Activity	AgP
2337	1169	expected	David forgave John because he	4	forgave	Activity	AgEvo
2338	1169	unexpected	David forgave Mary because he	4	forgave	Activity	AgEvo
2339	1170	expected	David forgave John because he	4	forgave	Activity	AgEvo
2340	1170	unexpected	David forgave Sarah because he	4	forgave	Activity	AgEvo
2341	1171	expected	John forgave David because he	4	forgave	Activity	AgEvo
2342	1171	unexpected	John forgave Mary because he	4	forgave	Activity	AgEvo
2343	1172	expected	John forgave David because he	4	forgave	Activity	AgEvo
2344	1172	unexpected	John forgave Sarah because he	4	forgave	Activity	AgEvo
2345	1173	expected	Sarah forgave Mary because she	4	forgave	Activity	AgEvo
2346	1173	unexpected	Sarah forgave John because she	4	forgave	Activity	AgEvo
2347	1174	expected	Sarah forgave Mary because she	4	forgave	Activity	AgEvo
2348	1174	unexpected	Sarah forgave David because she	4	forgave	Activity	AgEvo
2349	1175	expected	Mary forgave Sarah because she	4	forgave	Activity	AgEvo
2350	1175	unexpected	Mary forgave John because she	4	forgave	Activity	AgEvo
2351	1176	expected	Mary forgave Sarah because she	4	forgave	Activity	AgEvo
2352	1176	unexpected	Mary forgave David because she	4	forgave	Activity	AgEvo
2353	1177	expected	David forgot John because he	4	forgot	Psychological	ExpStim
2354	1177	unexpected	David forgot Mary because he	4	forgot	Psychological	ExpStim
2355	1178	expected	David forgot John because he	4	forgot	Psychological	ExpStim
2356	1178	unexpected	David forgot Sarah because he	4	forgot	Psychological	ExpStim
2357	1179	expected	John forgot David because he	4	forgot	Psychological	ExpStim
2358	1179	unexpected	John forgot Mary because he	4	forgot	Psychological	ExpStim
2359	1180	expected	John forgot David because he	4	forgot	Psychological	ExpStim
2360	1180	unexpected	John forgot Sarah because he	4	forgot	Psychological	ExpStim
2361	1181	expected	Sarah forgot Mary because she	4	forgot	Psychological	ExpStim
2362	1181	unexpected	Sarah forgot John because she	4	forgot	Psychological	ExpStim
2363	1182	expected	Sarah forgot Mary because she	4	forgot	Psychological	ExpStim
2364	1182	unexpected	Sarah forgot David because she	4	forgot	Psychological	ExpStim
2365	1183	expected	Mary forgot Sarah because she	4	forgot	Psychological	ExpStim
2366	1183	unexpected	Mary forgot John because she	4	forgot	Psychological	ExpStim
2367	1184	expected	Mary forgot Sarah because she	4	forgot	Psychological	ExpStim
2368	1184	unexpected	Mary forgot David because she	4	forgot	Psychological	ExpStim
2369	1185	expected	John fought David because he	4	fought	Activity	AgP
2370	1185	unexpected	Mary fought David because he	4	fought	Activity	AgP
2371	1186	expected	John fought David because he	4	fought	Activity	AgP
2372	1186	unexpected	Sarah fought David because he	4	fought	Activity	AgP
2373	1187	expected	David fought John because he	4	fought	Activity	AgP
2374	1187	unexpected	Mary fought John because he	4	fought	Activity	AgP
2375	1188	expected	David fought John because he	4	fought	Activity	AgP
2376	1188	unexpected	Sarah fought John because he	4	fought	Activity	AgP
2377	1189	expected	Mary fought Sarah because she	4	fought	Activity	AgP
2378	1189	unexpected	John fought Sarah because she	4	fought	Activity	AgP
2379	1190	expected	Mary fought Sarah because she	4	fought	Activity	AgP
2380	1190	unexpected	David fought Sarah because she	4	fought	Activity	AgP
2381	1191	expected	Sarah fought Mary because she	4	fought	Activity	AgP
2382	1191	unexpected	John fought Mary because she	4	fought	Activity	AgP
2383	1192	expected	Sarah fought Mary because she	4	fought	Activity	AgP
2384	1192	unexpected	David fought Mary because she	4	fought	Activity	AgP
2385	1193	expected	John freed David because he	4	freed	Activity	AgP
2386	1193	unexpected	Mary freed David because he	4	freed	Activity	AgP
2387	1194	expected	John freed David because he	4	freed	Activity	AgP
2388	1194	unexpected	Sarah freed David because he	4	freed	Activity	AgP
2389	1195	expected	David freed John because he	4	freed	Activity	AgP
2390	1195	unexpected	Mary freed John because he	4	freed	Activity	AgP
2391	1196	expected	David freed John because he	4	freed	Activity	AgP
2392	1196	unexpected	Sarah freed John because he	4	freed	Activity	AgP
2393	1197	expected	Mary freed Sarah because she	4	freed	Activity	AgP
2394	1197	unexpected	John freed Sarah because she	4	freed	Activity	AgP
2395	1198	expected	Mary freed Sarah because she	4	freed	Activity	AgP
2396	1198	unexpected	David freed Sarah because she	4	freed	Activity	AgP
2397	1199	expected	Sarah freed Mary because she	4	freed	Activity	AgP
2398	1199	unexpected	John freed Mary because she	4	freed	Activity	AgP
2399	1200	expected	Sarah freed Mary because she	4	freed	Activity	AgP
2400	1200	unexpected	David freed Mary because she	4	freed	Activity	AgP
2401	1201	expected	John frightened David because he	4	frightened	Psychological	StimExp
2402	1201	unexpected	Mary frightened David because he	4	frightened	Psychological	StimExp
2403	1202	expected	John frightened David because he	4	frightened	Psychological	StimExp
2404	1202	unexpected	Sarah frightened David because he	4	frightened	Psychological	StimExp
2405	1203	expected	David frightened John because he	4	frightened	Psychological	StimExp
2406	1203	unexpected	Mary frightened John because he	4	frightened	Psychological	StimExp
2407	1204	expected	David frightened John because he	4	frightened	Psychological	StimExp
2408	1204	unexpected	Sarah frightened John because he	4	frightened	Psychological	StimExp
2409	1205	expected	Mary frightened Sarah because she	4	frightened	Psychological	StimExp
2410	1205	unexpected	John frightened Sarah because she	4	frightened	Psychological	StimExp
2411	1206	expected	Mary frightened Sarah because she	4	frightened	Psychological	StimExp
2412	1206	unexpected	David frightened Sarah because she	4	frightened	Psychological	StimExp
2413	1207	expected	Sarah frightened Mary because she	4	frightened	Psychological	StimExp
2414	1207	unexpected	John frightened Mary because she	4	frightened	Psychological	StimExp
2415	1208	expected	Sarah frightened Mary because she	4	frightened	Psychological	StimExp
2416	1208	unexpected	David frightened Mary because she	4	frightened	Psychological	StimExp
2417	1209	expected	John frustrated David because he	4	frustrated	Psychological	StimExp
2418	1209	unexpected	Mary frustrated David because he	4	frustrated	Psychological	StimExp
2419	1210	expected	John frustrated David because he	4	frustrated	Psychological	StimExp
2420	1210	unexpected	Sarah frustrated David because he	4	frustrated	Psychological	StimExp
2421	1211	expected	David frustrated John because he	4	frustrated	Psychological	StimExp
2422	1211	unexpected	Mary frustrated John because he	4	frustrated	Psychological	StimExp
2423	1212	expected	David frustrated John because he	4	frustrated	Psychological	StimExp
2424	1212	unexpected	Sarah frustrated John because he	4	frustrated	Psychological	StimExp
2425	1213	expected	Mary frustrated Sarah because she	4	frustrated	Psychological	StimExp
2426	1213	unexpected	John frustrated Sarah because she	4	frustrated	Psychological	StimExp
2427	1214	expected	Mary frustrated Sarah because she	4	frustrated	Psychological	StimExp
2428	1214	unexpected	David frustrated Sarah because she	4	frustrated	Psychological	StimExp
2429	1215	expected	Sarah frustrated Mary because she	4	frustrated	Psychological	StimExp
2430	1215	unexpected	John frustrated Mary because she	4	frustrated	Psychological	StimExp
2431	1216	expected	Sarah frustrated Mary because she	4	frustrated	Psychological	StimExp
2432	1216	unexpected	David frustrated Mary because she	4	frustrated	Psychological	StimExp
2433	1217	expected	John galled David because he	4	galled	Psychological	StimExp
2434	1217	unexpected	Mary galled David because he	4	galled	Psychological	StimExp
2435	1218	expected	John galled David because he	4	galled	Psychological	StimExp
2436	1218	unexpected	Sarah galled David because he	4	galled	Psychological	StimExp
2437	1219	expected	David galled John because he	4	galled	Psychological	StimExp
2438	1219	unexpected	Mary galled John because he	4	galled	Psychological	StimExp
2439	1220	expected	David galled John because he	4	galled	Psychological	StimExp
2440	1220	unexpected	Sarah galled John because he	4	galled	Psychological	StimExp
2441	1221	expected	Mary galled Sarah because she	4	galled	Psychological	StimExp
2442	1221	unexpected	John galled Sarah because she	4	galled	Psychological	StimExp
2443	1222	expected	Mary galled Sarah because she	4	galled	Psychological	StimExp
2444	1222	unexpected	David galled Sarah because she	4	galled	Psychological	StimExp
2445	1223	expected	Sarah galled Mary because she	4	galled	Psychological	StimExp
2446	1223	unexpected	John galled Mary because she	4	galled	Psychological	StimExp
2447	1224	expected	Sarah galled Mary because she	4	galled	Psychological	StimExp
2448	1224	unexpected	David galled Mary because she	4	galled	Psychological	StimExp
2449	1225	expected	John gladdened David because he	4	gladdened	Psychological	StimExp
2450	1225	unexpected	Mary gladdened David because he	4	gladdened	Psychological	StimExp
2451	1226	expected	John gladdened David because he	4	gladdened	Psychological	StimExp
2452	1226	unexpected	Sarah gladdened David because he	4	gladdened	Psychological	StimExp
2453	1227	expected	David gladdened John because he	4	gladdened	Psychological	StimExp
2454	1227	unexpected	Mary gladdened John because he	4	gladdened	Psychological	StimExp
2455	1228	expected	David gladdened John because he	4	gladdened	Psychological	StimExp
2456	1228	unexpected	Sarah gladdened John because he	4	gladdened	Psychological	StimExp
2457	1229	expected	Mary gladdened Sarah because she	4	gladdened	Psychological	StimExp
2458	1229	unexpected	John gladdened Sarah because she	4	gladdened	Psychological	StimExp
2459	1230	expected	Mary gladdened Sarah because she	4	gladdened	Psychological	StimExp
2460	1230	unexpected	David gladdened Sarah because she	4	gladdened	Psychological	StimExp
2461	1231	expected	Sarah gladdened Mary because she	4	gladdened	Psychological	StimExp
2462	1231	unexpected	John gladdened Mary because she	4	gladdened	Psychological	StimExp
2463	1232	expected	Sarah gladdened Mary because she	4	gladdened	Psychological	StimExp
2464	1232	unexpected	David gladdened Mary because she	4	gladdened	Psychological	StimExp
2465	1233	expected	John grabbed David because he	4	grabbed	Activity	AgP
2466	1233	unexpected	Mary grabbed David because he	4	grabbed	Activity	AgP
2467	1234	expected	John grabbed David because he	4	grabbed	Activity	AgP
2468	1234	unexpected	Sarah grabbed David because he	4	grabbed	Activity	AgP
2469	1235	expected	David grabbed John because he	4	grabbed	Activity	AgP
2470	1235	unexpected	Mary grabbed John because he	4	grabbed	Activity	AgP
2471	1236	expected	David grabbed John because he	4	grabbed	Activity	AgP
2472	1236	unexpected	Sarah grabbed John because he	4	grabbed	Activity	AgP
2473	1237	expected	Mary grabbed Sarah because she	4	grabbed	Activity	AgP
2474	1237	unexpected	John grabbed Sarah because she	4	grabbed	Activity	AgP
2475	1238	expected	Mary grabbed Sarah because she	4	grabbed	Activity	AgP
2476	1238	unexpected	David grabbed Sarah because she	4	grabbed	Activity	AgP
2477	1239	expected	Sarah grabbed Mary because she	4	grabbed	Activity	AgP
2478	1239	unexpected	John grabbed Mary because she	4	grabbed	Activity	AgP
2479	1240	expected	Sarah grabbed Mary because she	4	grabbed	Activity	AgP
2480	1240	unexpected	David grabbed Mary because she	4	grabbed	Activity	AgP
2481	1241	expected	John grazed David because he	4	grazed	Activity	AgP
2482	1241	unexpected	Mary grazed David because he	4	grazed	Activity	AgP
2483	1242	expected	John grazed David because he	4	grazed	Activity	AgP
2484	1242	unexpected	Sarah grazed David because he	4	grazed	Activity	AgP
2485	1243	expected	David grazed John because he	4	grazed	Activity	AgP
2486	1243	unexpected	Mary grazed John because he	4	grazed	Activity	AgP
2487	1244	expected	David grazed John because he	4	grazed	Activity	AgP
2488	1244	unexpected	Sarah grazed John because he	4	grazed	Activity	AgP
2489	1245	expected	Mary grazed Sarah because she	4	grazed	Activity	AgP
2490	1245	unexpected	John grazed Sarah because she	4	grazed	Activity	AgP
2491	1246	expected	Mary grazed Sarah because she	4	grazed	Activity	AgP
2492	1246	unexpected	David grazed Sarah because she	4	grazed	Activity	AgP
2493	1247	expected	Sarah grazed Mary because she	4	grazed	Activity	AgP
2494	1247	unexpected	John grazed Mary because she	4	grazed	Activity	AgP
2495	1248	expected	Sarah grazed Mary because she	4	grazed	Activity	AgP
2496	1248	unexpected	David grazed Mary because she	4	grazed	Activity	AgP
2497	1249	expected	John greeted David because he	4	greeted	Activity	AgP
2498	1249	unexpected	Mary greeted David because he	4	greeted	Activity	AgP
2499	1250	expected	John greeted David because he	4	greeted	Activity	AgP
2500	1250	unexpected	Sarah greeted David because he	4	greeted	Activity	AgP
2501	1251	expected	David greeted John because he	4	greeted	Activity	AgP
2502	1251	unexpected	Mary greeted John because he	4	greeted	Activity	AgP
2503	1252	expected	David greeted John because he	4	greeted	Activity	AgP
2504	1252	unexpected	Sarah greeted John because he	4	greeted	Activity	AgP
2505	1253	expected	Mary greeted Sarah because she	4	greeted	Activity	AgP
2506	1253	unexpected	John greeted Sarah because she	4	greeted	Activity	AgP
2507	1254	expected	Mary greeted Sarah because she	4	greeted	Activity	AgP
2508	1254	unexpected	David greeted Sarah because she	4	greeted	Activity	AgP
2509	1255	expected	Sarah greeted Mary because she	4	greeted	Activity	AgP
2510	1255	unexpected	John greeted Mary because she	4	greeted	Activity	AgP
2511	1256	expected	Sarah greeted Mary because she	4	greeted	Activity	AgP
2512	1256	unexpected	David greeted Mary because she	4	greeted	Activity	AgP
2513	1257	expected	John grieved David because he	4	grieved	Psychological	StimExp
2514	1257	unexpected	Mary grieved David because he	4	grieved	Psychological	StimExp
2515	1258	expected	John grieved David because he	4	grieved	Psychological	StimExp
2516	1258	unexpected	Sarah grieved David because he	4	grieved	Psychological	StimExp
2517	1259	expected	David grieved John because he	4	grieved	Psychological	StimExp
2518	1259	unexpected	Mary grieved John because he	4	grieved	Psychological	StimExp
2519	1260	expected	David grieved John because he	4	grieved	Psychological	StimExp
2520	1260	unexpected	Sarah grieved John because he	4	grieved	Psychological	StimExp
2521	1261	expected	Mary grieved Sarah because she	4	grieved	Psychological	StimExp
2522	1261	unexpected	John grieved Sarah because she	4	grieved	Psychological	StimExp
2523	1262	expected	Mary grieved Sarah because she	4	grieved	Psychological	StimExp
2524	1262	unexpected	David grieved Sarah because she	4	grieved	Psychological	StimExp
2525	1263	expected	Sarah grieved Mary because she	4	grieved	Psychological	StimExp
2526	1263	unexpected	John grieved Mary because she	4	grieved	Psychological	StimExp
2527	1264	expected	Sarah grieved Mary because she	4	grieved	Psychological	StimExp
2528	1264	unexpected	David grieved Mary because she	4	grieved	Psychological	StimExp
2529	1265	expected	John guided David because he	4	guided	Activity	AgP
2530	1265	unexpected	Mary guided David because he	4	guided	Activity	AgP
2531	1266	expected	John guided David because he	4	guided	Activity	AgP
2532	1266	unexpected	Sarah guided David because he	4	guided	Activity	AgP
2533	1267	expected	David guided John because he	4	guided	Activity	AgP
2534	1267	unexpected	Mary guided John because he	4	guided	Activity	AgP
2535	1268	expected	David guided John because he	4	guided	Activity	AgP
2536	1268	unexpected	Sarah guided John because he	4	guided	Activity	AgP
2537	1269	expected	Mary guided Sarah because she	4	guided	Activity	AgP
2538	1269	unexpected	John guided Sarah because she	4	guided	Activity	AgP
2539	1270	expected	Mary guided Sarah because she	4	guided	Activity	AgP
2540	1270	unexpected	David guided Sarah because she	4	guided	Activity	AgP
2541	1271	expected	Sarah guided Mary because she	4	guided	Activity	AgP
2542	1271	unexpected	John guided Mary because she	4	guided	Activity	AgP
2543	1272	expected	Sarah guided Mary because she	4	guided	Activity	AgP
2544	1272	unexpected	David guided Mary because she	4	guided	Activity	AgP
2545	1273	expected	David hailed John because he	4	hailed	Activity	AgEvo
2546	1273	unexpected	David hailed Mary because he	4	hailed	Activity	AgEvo
2547	1274	expected	David hailed John because he	4	hailed	Activity	AgEvo
2548	1274	unexpected	David hailed Sarah because he	4	hailed	Activity	AgEvo
2549	1275	expected	John hailed David because he	4	hailed	Activity	AgEvo
2550	1275	unexpected	John hailed Mary because he	4	hailed	Activity	AgEvo
2551	1276	expected	John hailed David because he	4	hailed	Activity	AgEvo
2552	1276	unexpected	John hailed Sarah because he	4	hailed	Activity	AgEvo
2553	1277	expected	Sarah hailed Mary because she	4	hailed	Activity	AgEvo
2554	1277	unexpected	Sarah hailed John because she	4	hailed	Activity	AgEvo
2555	1278	expected	Sarah hailed Mary because she	4	hailed	Activity	AgEvo
2556	1278	unexpected	Sarah hailed David because she	4	hailed	Activity	AgEvo
2557	1279	expected	Mary hailed Sarah because she	4	hailed	Activity	AgEvo
2558	1279	unexpected	Mary hailed John because she	4	hailed	Activity	AgEvo
2559	1280	expected	Mary hailed Sarah because she	4	hailed	Activity	AgEvo
2560	1280	unexpected	Mary hailed David because she	4	hailed	Activity	AgEvo
2561	1281	expected	John harassed David because he	4	harassed	Psychological	StimExp
2562	1281	unexpected	Mary harassed David because he	4	harassed	Psychological	StimExp
2563	1282	expected	John harassed David because he	4	harassed	Psychological	StimExp
2564	1282	unexpected	Sarah harassed David because he	4	harassed	Psychological	StimExp
2565	1283	expected	David harassed John because he	4	harassed	Psychological	StimExp
2566	1283	unexpected	Mary harassed John because he	4	harassed	Psychological	StimExp
2567	1284	expected	David harassed John because he	4	harassed	Psychological	StimExp
2568	1284	unexpected	Sarah harassed John because he	4	harassed	Psychological	StimExp
2569	1285	expected	Mary harassed Sarah because she	4	harassed	Psychological	StimExp
2570	1285	unexpected	John harassed Sarah because she	4	harassed	Psychological	StimExp
2571	1286	expected	Mary harassed Sarah because she	4	harassed	Psychological	StimExp
2572	1286	unexpected	David harassed Sarah because she	4	harassed	Psychological	StimExp
2573	1287	expected	Sarah harassed Mary because she	4	harassed	Psychological	StimExp
2574	1287	unexpected	John harassed Mary because she	4	harassed	Psychological	StimExp
2575	1288	expected	Sarah harassed Mary because she	4	harassed	Psychological	StimExp
2576	1288	unexpected	David harassed Mary because she	4	harassed	Psychological	StimExp
2577	1289	expected	John harmed David because he	4	harmed	Activity	AgP
2578	1289	unexpected	Mary harmed David because he	4	harmed	Activity	AgP
2579	1290	expected	John harmed David because he	4	harmed	Activity	AgP
